handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_8b627baf-27a2-cb3a-8914-2209765d5cb3,Product,Joshua Tree National Park Sticker,"<p>3.5 x 3.5 inches</p><p>&nbsp;</p><p>My National Park collection is perfect for anybody who loves (or even mildly likes) to travel. &nbsp;They're perfect to stick to cars, hydro flasks,&nbsp;laptops, and planners. I did my best to keep the designs simple while still ringing true to the scenery. &nbsp;One special touch is that I included the state flower for where&nbsp;the national parks are located. &nbsp;Joshua Tree National Park is in California, so the flowers you see in the design are the California Poppy.</p><p>&nbsp;</p><p>Each National Park&nbsp;sticker comes in two background colors and two design colors. The two design colors are always either black or white, but the background choices vary depending on the park. This listing is for Joshua Tree, so the background colors are Terracotta (a rich reddish brown) or Light Seafoam (a gray toned bluish green).</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_38c4336f6c2b4137971c57ad9b8f8e4d~mv2.jpg;2077e7_33402906f06845b0bdf4a3e1d317d778~mv2.jpg;2077e7_602d238687d04451ae8b9b68b1f6326d~mv2.jpg;2077e7_084b3feb0c734467bcd2c0270dd0dfdf~mv2.jpg;2077e7_75762fc6174b4b6ab6132dfbb13b400b~mv2.jpg;2077e7_da4b13f683424cab854c20fe535cbb1f~mv2.jpg;2077e7_2cbb90d1a451434bbbd73e239c31fdf4~mv2.jpg;2077e7_5093da2d60d44b6ebbb6df85c79d55de~mv2.jpg;2077e7_11b1883219194663bb79eede23106342~mv2.jpg;2077e7_ad51369887c74f989a32000715282390~mv2.jpg;2077e7_ab3085c5062a459ba2c84637b7d4d6d7~mv2.jpg,Stickers,,,3.25,,TRUE,PERCENT,0,0,0,Background Color,DROP_DOWN,Terracotta;Light Seafoam,Design,DROP_DOWN,Black;White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b627baf-27a2-cb3a-8914-2209765d5cb3,Variant,,,,,48,,,0,TRUE,,,8,0.07,,,Terracotta,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b627baf-27a2-cb3a-8914-2209765d5cb3,Variant,,,,,50,,,0,TRUE,,,10,0.07,,,Light Seafoam,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b627baf-27a2-cb3a-8914-2209765d5cb3,Variant,,,,,49,,,0,TRUE,,,9,0.07,,,Terracotta,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b627baf-27a2-cb3a-8914-2209765d5cb3,Variant,,,,,51,,,0,TRUE,,,11,0.07,,,Light Seafoam,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9584db7-61dc-f1b9-4791-f5dd6dd27439,Product,Volcanoes National Park Sticker,"<p>3.5 x 3.5 inches</p><p>&nbsp;</p><p>My National Park collection is perfect for anybody who loves (or even mildly likes) to travel. &nbsp;They're perfect to stick to cars, hydro flasks,&nbsp;laptops, and planners. I did my best to keep the designs simple while still ringing true to the scenery. &nbsp;One special touch is that I included the state flower for where&nbsp;the national parks are located.&nbsp; Volcanoes National Park is in Hawai'i, so the flowers you see in the design are the Yellow Hibiscus.</p><p>&nbsp;</p><p>Each National Park&nbsp;sticker comes in two background colors and two design colors. The two design colors are always either black or white, but the background choices vary depending on the park. This listing is for Volcanoes, so the background colors are Marigold (a vibrant orangish yellow) or Selenite (a pale turquoise).</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_e5349ce80edc45f69e87619eacf475be~mv2.jpg;2077e7_3aa0e87ded0340f190d6adaf4e24d782~mv2.jpg;2077e7_73dcf264dd7542758fdb839185f08b30~mv2.jpg;2077e7_27f26bb888fa4c50a7eb5eb177ada26e~mv2.jpg;2077e7_7844e8c6b7434df9875ab204cf5c39fe~mv2.jpg;2077e7_0590b94e4e674c94adf1bcf6e1d8164f~mv2.jpg;2077e7_abd481baee7e4f4dbc251bf63932aa21~mv2.jpg;2077e7_763123402ca74bf192dadfcde0e1382b~mv2.jpg;2077e7_7c3d43df750d46359163ebc99a4c0ea4~mv2.jpg;2077e7_6cdaea6f7d8c42299df4c377a7b48f6a~mv2.jpg;2077e7_0bd3a25a0ecd4357b606c3d0423c4737~mv2.jpg,Stickers,,,3.25,,TRUE,PERCENT,0,0,0,Background Color,DROP_DOWN,Marigold;Selenite,Design,DROP_DOWN,Black;White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9584db7-61dc-f1b9-4791-f5dd6dd27439,Variant,,,,,44,,,0,TRUE,,,12,0.07,,,Marigold,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9584db7-61dc-f1b9-4791-f5dd6dd27439,Variant,,,,,46,,,0,TRUE,,,10,0.07,,,Selenite,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9584db7-61dc-f1b9-4791-f5dd6dd27439,Variant,,,,,45,,,0,TRUE,,,12,0.07,,,Marigold,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9584db7-61dc-f1b9-4791-f5dd6dd27439,Variant,,,,,47,,,0,TRUE,,,5,0.07,,,Selenite,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7b0b5c31-90ce-f421-03be-565614c5cb8a,Product,Yosemite National Park Sticker,"<p>3.5 x 3.5 inches</p><p>&nbsp;</p><p>My National Park collection is perfect for anybody who loves (or even mildly likes) to travel. &nbsp;They're perfect to stick to cars, hydro flasks,&nbsp;laptops, and planners. I did my best to keep the designs simple while still ringing true to the scenery. &nbsp;One special touch is that I included the state flower for where&nbsp;the national parks are located. &nbsp;Yosemite National Park is in California, so the flowers you see in the design are the California Poppy.</p><p>&nbsp;</p><p>Each National Park&nbsp;sticker comes in two background colors and two design colors. The two design colors are always either black or white, but the background choices vary depending on the park. This listing is for Yosemite, so the background colors are Yellow Ochre (a bold, dark golden yellow) or Persimmon (a deep, warm coral).</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_a19be801d1204c7aa63accf2b5c9b8f3~mv2.jpg;2077e7_b16e24f2aa0c4cf2ae8602b7b70dfb3d~mv2.jpg;2077e7_f5abd2d22c9d4f8a92267c317bf81eda~mv2.jpg;2077e7_5574b8832c7548b2988ecfc5a86be222~mv2.jpg;2077e7_f63bcd8a612848b690cb0a96372785b5~mv2.jpg;2077e7_e453e44030eb4f389bd6a2b4ae534f65~mv2.jpg;2077e7_7dbf4a2a0943459e879b64c97e80b282~mv2.jpg;2077e7_8f75804f31b14472b8950fca2605a929~mv2.jpg;2077e7_81e7e03ea10d46eaa708cb8c0156b005~mv2.jpg;2077e7_f4a462b920ba48d98d590835db62dcd2~mv2.jpg;2077e7_b5f0d1d9e8df4531bca58fc66b2e43d9~mv2.jpg,Stickers,,,3.25,,TRUE,PERCENT,0,0,0,Background Color,DROP_DOWN,Yellow Ochre;Persimmon,Design,DROP_DOWN,Black;White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7b0b5c31-90ce-f421-03be-565614c5cb8a,Variant,,,,,40,,,0,TRUE,,,8,0.07,,,Yellow Ochre,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7b0b5c31-90ce-f421-03be-565614c5cb8a,Variant,,,,,41,,,0,TRUE,,,10,0.07,,,Persimmon,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7b0b5c31-90ce-f421-03be-565614c5cb8a,Variant,,,,,42,,,0,TRUE,,,3,0.07,,,Yellow Ochre,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7b0b5c31-90ce-f421-03be-565614c5cb8a,Variant,,,,,43,,,0,TRUE,,,7,0.07,,,Persimmon,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ad6eb8e1-e5f7-2615-a7d0-4c62303a2523,Product,Red Cowboy Boot Sticker,"<p>2.56 x 3 inches</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_08a40a773d3e47a1b63a80ddd8eab399~mv2.jpg;2077e7_b0edaadd12d74497924f3836e6ad8972~mv2.jpg;2077e7_3a3785b27df54e9c82a61bb504663faa~mv2.jpg,Stickers,39,,3.25,,TRUE,PERCENT,0,10,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd7149ee-a3cb-4401-a30b-2163b1539e2b,Product,Tucson Sticker,"<p>2.27 x 3 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_45ea9a6e560049f99b06d8744ecc672c~mv2.jpg;2077e7_8b536347933544898f4413f183d37716~mv2.jpg;2077e7_574bee518aa4440b8aa6b909cdc9f503~mv2.jpg,Stickers,38,,3.25,,TRUE,PERCENT,0,3,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_219df70a-bbbc-e52f-7c65-5162b798332c,Product,'Be The Change You Wish To See' Sticker,"<p>3 x 2.76 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_5751a6979239464d973cda2e52d95805~mv2.jpg;2077e7_58d0e85b67434117b28e2afef3298882~mv2.jpg,,37,,3.25,,TRUE,PERCENT,0,3,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_96ad41c5-a46b-39ca-94f5-a2c8c2bb768e,Product,Vintage Bronco Sticker,"<p>3 x 1.6 inches​​​​​​​</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_5aa6b75dcb554ae7abdfed2ebab421ad~mv2.jpg;2077e7_5bf38361851d4cbdaba4e947ab8c4891~mv2.jpg;2077e7_444b1192ba704be9beb0f5e4c8348eaf~mv2.jpg;2077e7_dbda1e826eb14ad6a857960ca14ba953~mv2.jpg,Stickers,36,,3.25,,TRUE,PERCENT,0,4,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8ba9bb15-4844-98f8-6c1c-20f3b14f0f46,Product,Smartass Pennant Sticker,"<p>3 x 1.43 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_9995cb5937824f6f9f9d8d689d22f796~mv2.jpg;2077e7_69d5b4fde2604d77a29007cba01b4cea~mv2.jpg;2077e7_5108680edeb54a5eadbf39257e13a570~mv2.jpg;2077e7_e5067707eb34433ea2ab9050b9f9987e~mv2.jpg,Stickers,35,,3.25,,TRUE,PERCENT,0,10,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b2f33674-df62-9815-b094-69c0b111f784,Product,Flower Sticker,"<p>1.75 x 3 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_24e9092cdb7b42219cda12f2fdc900d8~mv2.jpg;2077e7_8819badc3d1b452a815b91912f7bfd66~mv2.jpg;2077e7_a2d7739554834e78bea9ccfb9c50de57~mv2.jpg;2077e7_13a311c5fc8645b69c0333900e1bbdc9~mv2.jpg,Stickers,34,,3.25,,TRUE,PERCENT,0,6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_96ec0a30-04f9-2e84-edab-fd2b4c37cd5b,Product,Freddy Krueger Sticker,"<p>3 x 2.75 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_677f5ea618784b7eb1308161951374e7~mv2.jpg;2077e7_23afa98e0f714a3eb844f38d6139d4ac~mv2.jpg;2077e7_314664271e674e788bbf82ebbb85bdb6~mv2.jpg;2077e7_8387227ac07445c585848f7746d36d80~mv2.jpg,Stickers,33,,3.25,,TRUE,PERCENT,0,10,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Product,Red Dala Horse Sticker,"<p>3 x 2.91 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul><p>&nbsp;</p><p>Available in:</p><p>Clear Border - sizes small (2.57 x 2.5&nbsp;in.), medium (2.91 x 3 in.), and large (3.89 x 4 in.)</p><p>White Border (2.91 x 3 in.)</p>",2077e7_6a9a70d13cf14a36a2437a1c23de0568~mv2.jpg;2077e7_8a7b7b88d29044af93b261f3a60de3ee~mv2.jpg;2077e7_5b3295797cd44dca9a9194d8d56beeb8~mv2.jpg;2077e7_192969c8f2944956981b2e65b87ce109~mv2.jpg;2077e7_34c2632e1b854e419dabdf7f42598466~mv2.jpg,Stickers,,,3.25,,TRUE,PERCENT,0,0,0,Border,DROP_DOWN,White;Transparent,Size,DROP_DOWN,Small;Medium;Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Variant,,,,,30,,,0,TRUE,,,1,0.07,,,Transparent,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Variant,,,,,32,,,0.25,TRUE,,,1,0.07,,,Transparent,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Variant,,,,,,,,0,FALSE,,,0,,,,White,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Variant,,,,,29,,,0,TRUE,,,15,0.07,,,White,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Variant,,,,,,,,0,FALSE,,,0,,,,White,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2e7260-277e-c8bd-d772-c6f271621802,Variant,,,,,31,,,-0.25,TRUE,,,0,0.07,,,Transparent,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01f8d331-5e74-ac56-5602-f2d83166a8a5,Product,White Floral Dala Horse Sticker,"<p>3 x 2.91 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_ec17fd18a5044b76990e911dadec80fc~mv2.jpg;2077e7_3f6f6f109bd64d1fbf087c42259d73f3~mv2.jpg;2077e7_81af8a6420714981b8c2016c9ddba271~mv2.jpg;2077e7_3b55a2ab4fc74a43bbc63d654593bbbf~mv2.jpg,Stickers,28,,3.25,,TRUE,PERCENT,0,3,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_503250b5-f65e-9009-5653-769d184e530f,Product,'Stay Wild' Sticker,"<p>3 x 2.16 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_71cb95a5779f4228832f6a769804a32a~mv2.jpg;2077e7_98ec97809e04459093984f0531d00b51~mv2.jpg;2077e7_3d6ed877072b4e5ab7ca67f5da7db5b2~mv2.jpg,Stickers,27,,3.25,,TRUE,PERCENT,0,6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_02079177-6002-1603-cf21-fddeaf5b567c,Product,Red Moth Sticker,"<p>3 x 2.1 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_1580db539ae248778f05417193470934~mv2.jpg;2077e7_09512e4b99a24b5481922b98d7025228~mv2.jpg;2077e7_2849d6379d86415a8f5aae4aaa4e8a54~mv2.jpg;2077e7_1eb6aaa3390c43c0b473588696c80167~mv2.jpg;2077e7_a5185c31edbc4805a97e59e229dbc484~mv2.jpg,Stickers,26,,3.25,,TRUE,PERCENT,0,15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c8555acd-c258-3085-3753-369f6c285f7f,Product,Pink Moth Sticker,"<p>3 x 2.25 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_adf5a74216fe44b7866a2d829ecd1cb5~mv2.jpg;2077e7_59789454c2854dfca7c018b546502512~mv2.jpg;2077e7_9aeb33b2aa904b8eae00dd5564e0e4ac~mv2.jpg,Stickers,25,,3.25,,TRUE,PERCENT,0,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
