handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_4a42465a-564c-91cc-7300-8a90c98bbdbc,Product,Pink Cactus Sticker,"<p>3 x 1.8 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_7a4f8fad8475495ab35622a4df09597e~mv2.jpg;2077e7_cbc02d85cf1f44778ceaafa11821d0d6~mv2.jpg;2077e7_389c082b1b2c489b89558f4b3599906e~mv2.jpg,Stickers,24,,3.25,,TRUE,PERCENT,0,2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1e3d8397-25bb-34d9-a904-9ea4429d0fec,Product,Ouija Board Sticker,"<p>3 x 2.1 inches</p><p>&nbsp;</p><ul>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul><p>&nbsp;</p><p>Available in white and black.</p>",2077e7_d6d6cfef00b84461b297829a492f79fb~mv2.jpg;2077e7_c60f64f638bd4cfe9f4bc067b2950b75~mv2.jpg;2077e7_59d7b8908e9f4dd28662a0f8ecb43c58~mv2.jpg;2077e7_2ee1d7d1d021419fb885de36122a251c~mv2.jpg;2077e7_4221c2ca790742fa90d3140f33106466~mv2.jpg;2077e7_ffb85546aac246c19178ad0f173492fe~mv2.jpg,Stickers,,,3.25,,TRUE,PERCENT,0,0,0,Color,DROP_DOWN,White;Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1e3d8397-25bb-34d9-a904-9ea4429d0fec,Variant,,,,,23,,,0,TRUE,,,5,0.07,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1e3d8397-25bb-34d9-a904-9ea4429d0fec,Variant,,,,,24,,,0,TRUE,,,40,0.07,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_575f43f8-9684-6847-3a4d-a1de2a425ce6,Product,'Let Your Choices Reflect Your Hopes NotYour Fears' Sticker,"<p>3 x 2.8 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_5edbcc947870434ab42fc08f492d9e8e~mv2.jpg;2077e7_ccadbf707b964088b58c3f73f57c177c~mv2.jpg;2077e7_fbc7bed5ffda401a9fa808abe981a27b~mv2.jpg;2077e7_7bf3133cb58442a8a59d35aa3d55fffe~mv2.jpg,Stickers,22,,3.25,,TRUE,PERCENT,0,9,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aa36be1c-d456-4093-f59c-6b16c7ac45f9,Product,'I Am No Longer Responding to Negativity' Sticker,"<p>3 x 2.6 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_24f00755c422437ab9bde5e08cefbd19~mv2.jpg;2077e7_970311f8a7204ab5bbd9bedc0727d5d7~mv2.jpg;2077e7_f52561aa940b4507962f954cb314fc5b~mv2.jpg;2077e7_da2016dad9e545a4a4e2dd060dad8ac0~mv2.jpg,Stickers,21,,3.25,,TRUE,PERCENT,0,9,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9fb79e2c-8ab9-da2b-8bf9-5fcaa3888b30,Product,'Take Back Your Power' Sticker,"<p>3 x 2.5 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_071941060c294d92ba7b19bd229de60f~mv2.jpg;2077e7_7d34878a673745c28a984f520a0b4870~mv2.jpg;2077e7_8308a39727534b75a87b03f217f352cf~mv2.jpg;2077e7_c37f047736d04ee6b97f938e74e53ad7~mv2.jpg,Stickers,20,,3.25,,TRUE,PERCENT,0,5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3aa24b44-dd3f-9aa4-0a12-244dd728e409,Product,White Palmistry Sticker,"<p>3 x 2 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_873e1aef6ee649a99d1583bb8cc110b5~mv2.jpg;2077e7_9926c6e3bd474fd4b4dc31d88d5bf5e9~mv2.jpg;2077e7_e9831e4622704f96a51eb4f17c9eec4a~mv2.jpg;2077e7_5710d4cfdbd840bea7743dcec213e3ef~mv2.jpg,Stickers,19,,3.25,,TRUE,PERCENT,0,11,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_16d01ac5-5236-d763-b38a-b49a851b4a7f,Product,'I Am Not My Mistakes' Sticker,"<p>3 x 2.88 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_79cc3576efc44dafbb93403171fd1ee3~mv2.jpg;2077e7_506e0dd43e7140caaf9dafb448ee5957~mv2.jpg;2077e7_e0dfd0add4c1441cb90586d8851c35e6~mv2.jpg;2077e7_674a3f815d68480b8bafa59606d6cb11~mv2.jpg;2077e7_7c1c27dd5706463d865384092e9056d6~mv2.jpg,Stickers,18,,3.25,,TRUE,PERCENT,0,7,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4eaa89c7-e1a6-d3df-3803-2ce9900fed4b,Product,Face Line Drawing Sticker,"<p>2.15 x 3 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_c88c1274dcfb4f9d87928426559f3030~mv2.jpg;2077e7_8d949ca63e7a4fc2965d1bdfd6e85f53~mv2.jpg;2077e7_14a17edd3ba045698f57621f73cd326e~mv2.jpg;2077e7_0a8f4614521e49eca1889151c5b22815~mv2.jpg,Stickers,17,,3.25,,TRUE,PERCENT,0,6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b92fe9b5-d53a-99bb-1035-3d319aeb82a1,Product,Cactus Outline Sticker,"<p>1.9 x 3 inches</p><p>&nbsp;</p><ul>	<li>Clear border</li>	<li>Vinyl printed stickers</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_0bc673c306964f3fb5aba61e35d52760~mv2.jpg;2077e7_f94825f3d7f34f3c8c5f04e5014e1c6a~mv2.jpg;2077e7_e7733cdcc89842d28cf7a7546e380711~mv2.jpg;2077e7_fa07af5b01eb4573b0bc4e8d80c08425~mv2.jpg,Stickers,16,,3.25,,TRUE,PERCENT,0,7,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fa4ab9f3-0d40-9a29-1a5c-8562999ef6a4,Product,Clear Book Sticker,"<p>3 x 2.81 inches</p><p>&nbsp;</p><p>I am what my family likes to call a ""voracious reader."" &nbsp;When I get a book in my hands, I instantly become entranced by it, unable to do almost anything but read until I finally finish it. &nbsp;It's not uncommon for me to forget to eat or sleep with a good book in front of me. &nbsp;Is it healthy? Not really. &nbsp;Would I want it any other way? Never. &nbsp;For this sticker, I chose to focus on some of the more mainstream classics that I'm confident almost everybody has heard of:</p><p>&nbsp;</p><p>Emma<br>Jane Eyre<br>Pride and Prejudice<br>Gone with the Wind<br>Sense and Sensibility<br>Great Expectations<br>Wuthering Heights</p><p>&nbsp;</p><p>&nbsp;</p><ul>	<li>Glossy finish</li>	<li>UV protected laminate to protect stickers from weather and sunlight</li>	<li>2-4 year outdoor life</li>	<li>Waterproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_f7b96246da0d4c0ebc690727ac0fd9d2~mv2.jpg;2077e7_a3ad146a4b9e4630b84254370fdc3432~mv2.jpg;2077e7_684845fd543d45d0a0f0cbd9c78b625b~mv2.jpg;2077e7_4525413dabc1458c9adc781073e15039~mv2.jpg,Stickers,15,,3.25,,TRUE,PERCENT,0,10,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_43652ba6-8d58-621c-6b68-eb2d6722e6d1,Product,Clear Flowers and Combat Boots Sticker | 2.9 x 3 in.,"<p>This pink combat boot with flowers in it comes with a clear background and is the perfect mix of soft and edgy.&nbsp;</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Transparent border</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe and can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_a4b2f4aa91714ee3ae99b644dc5cd546~mv2.jpg;2077e7_57d9c05f39a44896a6d848699e6a68ea~mv2.jpg;2077e7_a5e193513c5a4c71bf2e82cd5ccefa3a~mv2.jpg;2077e7_0ad7037e8fd34bd9a7a0342eb19dd8b4~mv2.jpg;2077e7_e0563b07395a4616a3675cca6f20c14c~mv2.jpg,Stickers,14,,3.25,,TRUE,PERCENT,0,4,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dab047bc-5c0e-3539-548c-d89fecf05ef6,Product,Rock On Sticker | 1.5 x 3 in.,"<p>This rock and roll symbol sticker comes with a clear background and a little tattoo on the wrist that says Rock On.&nbsp;</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Transparent border</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe and can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_f2e40927fee7492f917f6a3601613667~mv2.jpg;2077e7_7a2a3c6e8f9143f4982020a085469526~mv2.jpg;2077e7_39e59897b1d9401fa954568d7f84f88e~mv2.jpg;2077e7_23e0d8d154b04d19b603f39696180cd1~mv2.jpg,Stickers,13,,3.25,,TRUE,PERCENT,0,9,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_158b0fcf-f7c8-a557-d9a9-7524f0f6be58,Product,Clear Fingers Crossed Sticker | 1 x 3 in.,"<p>This fingers crossed sticker comes with a clear background and a little tattoo on the wrist that says Good Luck.&nbsp;</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Transparent border</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe and can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_c21114b08f614d1fb9bef609e31de461~mv2.jpg;2077e7_635dab56e5ed4b72ac9e581f5be89ecd~mv2.jpg;2077e7_a5018f7cd71e43caa10d2d0286afb8f5~mv2.jpg;2077e7_2952e9e0475345ca848f47622f467dc0~mv2.jpg;2077e7_b9fd126d3b3d44f8aeb926bccec72572~mv2.jpg,Stickers,12,,3.25,,TRUE,PERCENT,0,7,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_89d417be-ed94-fcf1-bf84-971ca22ed231,Product,Clear I Love You Sign Language Sticker | 2.1 x 3 in.,"<p>This ‘I Love You’ sign language sticker comes with a clear background and a little tattoo on the wrist that says I Love You. Sign language, in this case ASL is so beautiful and I am so excited to have a sticker in my shop to represent my love for it.</p><p>&nbsp;</p><ul>	<li>Matte finish</li>	<li>Transparent border</li>	<li>Removable and replaceable</li>	<li>Waterproof</li>	<li>Weatherproof</li>	<li>Dishwasher safe and can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_0ac6e1d8f00c4fc6b37d088711574d51~mv2.jpg;2077e7_3d7cb26765e343069a66720e9fe980ac~mv2.jpg;2077e7_053fdb5bc63e4f81bd172d829b999037~mv2.jpg;2077e7_a7d13780419b41a892f068fbacbc9961~mv2.jpg;2077e7_3e6b0dcfd037400ebdd52ec8394d33fd~mv2.jpg;2077e7_014e56d75ec046a3a417e1b5216c629c~mv2.jpg;2077e7_a5241f7b960c4deaa644b7ba5fb7c177~mv2.jpg;2077e7_4ed44d2d5df344f38160354862e844c5~mv2.jpg,Stickers,11,,3.25,,TRUE,PERCENT,0,6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Product,Divine Feminine Print,"<p>I was inspired to call this Divine Feminine because of the beautiful, soft edges of the female figure that I based the drawing on, but I hope that regardless of gender it represents how powerful it is to own every inch of your body. &nbsp;I edited the original design with two more skin tones so that hopefully more people will be able to recognize themselves in the piece. &nbsp;You can pick which skin tone and size print you would like from the drop down menus.</p><p>&nbsp;</p><p>This is a full color print, printed on premium photo paper with a smooth matte finish that you won't leave finger prints on.</p><p>&nbsp;</p><p>Available in two sizes:<br>5x7<br>8x10</p><p>&nbsp;</p><p>*Listing pictures are Light and Medium*</p>",2077e7_f512556e29414558a1a7b9224b134ee6~mv2.jpg;2077e7_464842878f20457e9feb309126aa1713~mv2.jpg,Prints,,New Arrival,10,,TRUE,PERCENT,0,0,0,Size,DROP_DOWN,5x7;8x10,Skin Tone,DROP_DOWN,Light;Medium;Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Variant,,,,,8,,,5,TRUE,,,15,0.25,,,8x10,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Variant,,,,,10,,,5,TRUE,,,15,0.25,,,8x10,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Variant,,,,,5,,,0,TRUE,,,15,0.19,,,5x7,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Variant,,,,,7,,,0,TRUE,,,15,0.19,,,5x7,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Variant,,,,,9,,,0,TRUE,,,15,0.19,,,5x7,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac5fa49-9f86-a9d2-1c0a-807bd00f0bd4,Variant,,,,,6,,,5,TRUE,,,15,0.25,,,8x10,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_733509af-1a04-37f0-3a53-fdfec47f9ea8,Product,Reading Quote Print,"<p>I struggled to learn how to read. &nbsp;Throughout kindergarten and first grade, I would be taken out of my normal classes and brought to a special room in the school where I, and a couple other students, got targeted attention to help us. &nbsp;I always think about how funny it is that I struggled so hard to learn to read and it quickly became one of my favorite things to do. &nbsp;Once I learned how to do it, and it finally made sense, I couldn't be stopped. &nbsp;I became a voracious reader and now, as a twenty-something, I still can, and prefer to, get lost in a story and forget who I am. &nbsp;That is why this quote means so much to me, and why I think this is probably the best thing I've ever made.</p><p>&nbsp;</p><p>This is a full color print, printed on premium photo paper with a smooth matte finish that you won't leave finger prints on.</p><p>&nbsp;</p><p>Available in two sizes:<br>5x7<br>8x10</p>",2077e7_4133e3bb956848768ea77fd669cb2de6~mv2.jpg,Prints,,New Arrival,10,,TRUE,PERCENT,0,0,0,Size,DROP_DOWN,5x7;8x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_733509af-1a04-37f0-3a53-fdfec47f9ea8,Variant,,,,,3,,,0,TRUE,,,15,0.19,,,5x7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_733509af-1a04-37f0-3a53-fdfec47f9ea8,Variant,,,,,4,,,5,TRUE,,,15,0.25,,,8x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_851c1986-f2f4-94f3-914c-31d78869fde7,Product,Red Palmistry Sticker,"<p>1.3 x 3 inches</p><p>&nbsp;</p><p>I always find myself drawn to all things magical, mystical, and spiritual. &nbsp;I love tarot, and crystals, and, as it turns out, palmistry. &nbsp;You might be familiar with another palmistry sticker of mine (https://www.etsy.com/listing/986319979/clear-palmistry-hand-sticker-3x198-in) or the same design as a keychain (https://www.etsy.com/listing/1016546004/palmistry-keychain) but I love how different and still beautiful this one is.</p><p>&nbsp;</p><ul>	<li>Clear background</li>	<li>Glossy finish</li>	<li>UV protected laminate to protect stickers from weather and sunlight</li>	<li>2-4 year outdoor life</li>	<li>Waterproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_90a019eb728e4688bf5dba8e63fd210b~mv2.jpg;2077e7_09181d604f87401d880ed153f821c6f2~mv2.jpg;2077e7_759294c1d0db46d59fb42a567084a67e~mv2.jpg;2077e7_62cd213fd6f04eb0a136e9e26c6b58e7~mv2.jpg;2077e7_fb34823c476146e69e48c51de939944f~mv2.jpg;2077e7_7fa8b0603e96421c9853d4c7de29662f~mv2.jpg,Stickers,2,New Arrival,3.25,,TRUE,PERCENT,0,62,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9bc8f05f-44ca-8b69-c5b1-7f5431be91b6,Product,Happy Moon Sticker,"<p>2.4 x 3 inches</p><p>&nbsp;</p><p>This happy little moon is the cutest touch to pretty much anything. &nbsp;I added one to my water bottle and I feel so happy every time I see it!</p><p>&nbsp;</p><ul>	<li>Clear background</li>	<li>Glossy finish</li>	<li>UV protected laminate to protect stickers from weather and sunlight</li>	<li>2-4 year outdoor life</li>	<li>Waterproof</li>	<li>Dishwasher safe, can be placed on cars and water bottles</li>	<li>Removes with little to no residue, any residue can be easily removed with hand sanitizer or rubbing alcohol</li></ul>",2077e7_bfcaa7b438e842bd8889f00462ce091a~mv2.jpg;2077e7_9ff7e9d7de934e479c33e13a6e803ae2~mv2.jpg;2077e7_4a2b61d448b04fd0a737d5d1501bd2f9~mv2.jpg;2077e7_4c90ce6f283e43879ce348e4b5b2cb5d~mv2.jpg;2077e7_ffa7058a97d2478b8fcbed011a441949~mv2.jpg;2077e7_2432e0c27a3346e69fa5b01b11cb2117~mv2.jpg,Stickers,1,New Arrival,3.25,,TRUE,PERCENT,0,40,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,